restaurant_key,business_name,aka_name,license_number,street_address,city,state,zip
2993,TAQUIZAS VALDEZ,TAQUIZAS VALDEZ,2993254.0,3038 W IRVING PARK RD,CHICAGO,IL,60618
2994,RON OF JAPAN INC,RON OF JAPAN,1673.0,230 E ONTARIO ST,CHICAGO,IL,60611
2995,"WENDY'S PROPERTIES, LLC",WENDY'S,2405953.0,4901 W NORTH AVE,CHICAGO,IL,60639
2996,JIMMY JOHNS,JIMMY JOHNS,2093646.0,2231 N LINCOLN AVE,CHICAGO,IL,60614
2997,SPRINGFIELD FOOD & MEAT MARKET,WESTSIDE FOOD MARKET,2327414.0,3857-3859 W MADISON,CHICAGO,IL,60624
2998,STARBUCKS COFFEE  #62850,STARBUCKS COFFEE,2785957.0,5244 N BROADWAY,CHICAGO,IL,60640
2999,PALETERIA EL SABOR DE MICHOACAN INC.,PALETERIA EL SABOR DE MICHOACAN,1986793.0,2456 W 47TH ST,CHICAGO,IL,60632
3000,STEVO'S GRILL,STEVOS GRILL,2183768.0,2326 W BELMONT AVE,CHICAGO,IL,60618
3001,OKI SUSHI AND THAI,OKI SUSHI AND THAI,2992705.0,6818 W NORTH AVE,CHICAGO,IL,60707
3002,7-ELEVEN #22788B,,,5365 SPRING VALLEY RD #101,DALLAS,TX,75254
3003,FLYING FISH,,,9600 WHARF RD,DALLAS,TX,75019
3004,LA PALOMA TAQUERIA,,,9661 N CENTRAL EXPW,DALLAS,TX,75231
3005,8TH & CORINTH FOOD MART,,,200 N CORINTH ST,DALLAS,TX,75203
3006,TOM THUMB #3597 GROCERY,,,11920 PRESTON RD,DALLAS,TX,75230
3007,ADMIRAL #4084 SUITES SAUCE PANTRY,,,2500 VICTORY AVE ADML #4084,DALLAS,TX,75201
3008,OUR REDEEMER LUTHERAN CHURCH,,,7611 PARK LN,DALLAS,TX,75225
3009,YELY,,,6760 ABRAMS RD #115,DALLAS,TX,75231
3010,SAAYA,,,2511 SWISS AVE #110,DALLAS,TX,75204
3011,BBQ DNA,,,211 N ERVAY ST #110,DALLAS,TX,75201
3012,GOLDEN GAI SUSHI,GOLDEN GAI SUSHI,2698610.0,1144 W 18TH ST,CHICAGO,IL,60608
3013,ROSWELL MASON CPC,ROSWELL MASON CPC,24382.0,4216 W 19TH ST,CHICAGO,IL,60623
3014,PIZZA NOVA EXPRESS,PIZZA NOVA EXPRESS,70313.0,558 W 43RD ST,CHICAGO,IL,60609
3015,KINTON RAMEN1,KINTON RAMEN,2652289.0,163 N SANGAMON ST BLDG,CHICAGO,IL,60607
3016,PERU CRIOLLO RESTAURANT,PERU CRIOLLO RESTAURANT,2827820.0,3938 N CICERO AVE,CHICAGO,IL,60641
3017,DE BORINCUBA RESTAURANT,DE BORINCUBA RESTAURANT,2831376.0,2727 W FULLERTON AVE,CHICAGO,IL,60647
3018,THE FRESH MARKET OF ILLINOIS,THE FRESH MARKET,2978053.0,2730 N HALSTED ST,CHICAGO,IL,60614
3019,"JEFFERSON PARK GRILL, INC",JEFFERSON PARK GRILL,2177026.0,5364 W GALE  ST,CHICAGO,IL,60630
3020,COPACUBANA CAFE,COPACUBANA CAFE,2877768.0,5800 W IRVING PARK RD,CHICAGO,IL,60634
3021,CAFE CONSUME,CONSUME,2948820.0,3452 S WESTERN AVE,CHICAGO,IL,60608
3022,GREEN LLAMA CAFE,GREEN LLAMA CAFE,2952264.0,3944 W NORTH AVE,CHICAGO,IL,60647
3023,SANDWICH FACTORY AND GRILL,SANDWICH FACTORY & GRILL,2890554.0,2057 E 95TH ST,CHICAGO,IL,60617
3024,MAMA LUNA ON ADDISON LLC,MAMA LUNA PIZZERIA,2373965.0,7601 W ADDISON ST,CHICAGO,IL,60634
3025,"CHICAGO MONTESSORI, NFP","CHICAGO MONTESSORI, NFP",2220984.0,1713 W CULLOM AVE,CHICAGO,IL,60613
3026,AUNT MARTHA'S,AUNT MARTHA'S YOUTH SERVICES CENTER,2528929.0,5001 S MICHIGAN AVE,CHICAGO,IL,60615
3027,LAS DELICIAS BAKERY,LAS DELICIAS BAKERY,1304489.0,6326 W GRAND AVE,CHICAGO,IL,60639
3028,JIMMY JOHN'S,JIMMY JOHN'S,2411776.0,1148 W WILSON AVE,CHICAGO,IL,60640
3029,TAQUERIA EL HERRADERO,TAQUERIA EL HERRADERO,74033.0,6828 S PULASKI RD,CHICAGO,IL,60629
3030,CHIKIS,CHIKIS,2912376.0,6621 N CLARK ST,CHICAGO,IL,60626
3031,CURRY BLAH BLAH,CURRY BLAH BLAH,2993002.0,171 N WELLS ST,CHICAGO,IL,60606
3032,LA FOGATA NUEVA RESTAURANT,LA FOGATA NUEVA RESTAURANT,1874917.0,3433 W LAWRENCE AVE,CHICAGO,IL,60625
3033,BEGGARS PIZZA,BEGGARS PIZZA,2868120.0,1400 E 47TH DR,CHICAGO,IL,60653
3034,MY ZMALL WORLD CHILDCARE CORPORATION,MY ZMALL WORLD CHILDCARE CORPORATION,2432158.0,6655 W ARCHER AVE,CHICAGO,IL,60638
3035,HEAVEN'S LEARNING GARDEN,HEAVEN'S LEARNING GARDEN,2247035.0,7801 S WOLCOTT AVE,CHICAGO,IL,60620
3036,GYROS 47,GYROS 47,2153142.0,350 E 47TH ST,CHICAGO,IL,60653
3037,RUNA JAPANESE,RUNA JAPANESE,2283811.0,2257 W NORTH AVE,CHICAGO,IL,60647
3038,STEINGOLD'S OF CHICAGO,STEINGOLD'S,2775787.0,3737 N SOUTHPORT,CHICAGO,IL,60613
3039,BOMBON CAKE GALLERY,FAMOSA BAKERY,2841428.0,2747 W 55TH ST,CHICAGO,IL,60632
3040,DON'S HOT DOGS,DON'S HOT DOGS,61226.0,7748 S KEDZIE AVE,CHICAGO,IL,60652
3041,LINCOLN SQUARE TAPROOM,LINCOLN SQUARE TAPROOM,2796939.0,4721 N LINCOLN AVE,CHICAGO,IL,60625
3042,LOONY FOOD MART,LOONY FOOD MART,2744702.0,1452 W 95TH ST,CHICAGO,IL,60643
3043,SHOP 4 YOU,SHOP 4 YOU,3006971.0,2453 E 75TH ST,CHICAGO,IL,60649
3044,BLUE'S PALACE II,,,3100 GRAND AVE,DALLAS,TX,75215
3045,CVS PHARMACY,,,8335 WESTCHESTER DR,DALLAS,TX,75225
3046,CATHEDRAL SANTUARIO DE GUADALUPE,,,2215 ROSS AVE,DALLAS,TX,75201
3047,CHOI'S DONUTS,,,2636 FRANKFORD RD #105,DALLAS,TX,75287
3048,IDLERYE,,,2826 ELM ST,DALLAS,TX,75226
3049,CICI'S PIZZA RESTAURANT,,,4398 DALLAS FT WORTH TPKE 102,DALLAS,TX,75208
3050,V LIVE AT VINTAGE STEAKHOUSE,,,1311 EMPIRE CENTRAL DR,DALLAS,TX,75247
3051,CAMP,,,8041 WALNUT HILL LN BLDG #F,DALLAS,TX,75231
3052,PIZZA HUT,,,14760 PRESTON RD,DALLAS,TX,75254
3053,DALLAS 24 HOUR CLUB,,,4636 ROSS AVE,DALLAS,TX,75204
3054,DEL NORTE BAKERY,,,7843 LAKE JUNE RD,DALLAS,TX,75217
3055,GUTHRIE'S CATERING,,,3001 GASTON AVE #B,DALLAS,TX,75226
3056,CANTEEN @ AMAZON DAL-3 MAIN NORTH BREAKROOM,,,1301 CHALK HILL RD,DALLAS,TX,75261
3057,TRATTORIA GIANNI,TRATTORIA GIANNI,14891.0,1711 N HALSTED ST,CHICAGO,IL,60614
3058,CJP  IL INC,CARIBBEAN JERK PALACE III,2840568.0,10318 S HALSTED ST,CHICAGO,IL,60628
3059,LA PALMA EXPRESS,LA PALMA EXPRESS,2877348.0,7020 W GRAND AVE,CHICAGO,IL,60707
3060,GORKHA KITCHEN LLC,GORKHA KITCHEN,2802716.0,434 W DIVERSEY PKWY,CHICAGO,IL,60614
3061,DELI/STARBUCK'S,STARBUCK'S (T1 B9),34215.0,11601 W TOUHY AVE,CHICAGO,IL,60666
3062,CHECKERS,CHECKERS,2595168.0,4320 W NORTH AVE,CHICAGO,IL,60639
3063,MCDONALDS,MCDONALDS,2831655.0,1443 E 87TH ST,CHICAGO,IL,60619
3064,THE FAIRMONT CHICAGO,BANQUET & MEETING RMS,1573767.0,200 N COLUMBUS DR,CHICAGO,IL,60601
3065,CLUCK IT,CLUCK IT,2776436.0,2518 N LINCOLN AVE,CHICAGO,IL,60614
3066,RESIDENCE INN CHICAGO DOWNTOWN MAGNIFICENT,RESIDENCE INN CHICAGO DOWNTOWN MAGNIFICENT,2956991.0,101 E ERIE ST,CHICAGO,IL,60611
3067,BUTTERCLAW/CLUCKSON'S/GUACDOG /BUTTER AND VINE,BUTTER AND VINE,2862435.0,1709 W WASHINGTON BLVD,CHICAGO,IL,60612
3068,ANGELS DAY CARE CENTER,ANGELS DAY CARE CENTER,2215997.0,5117 N LINCOLN AVE,CHICAGO,IL,60625
3069,TAMALES REBE INC,TAMALES REBE INC,2723501.0,5926 S PULASKI RD,CHICAGO,IL,60629
3070,TOTS EXPRESS LEARNING CENTER,TOTS EXPRESS LEARNING CENTER,2391948.0,9031 S STONY ISLAND AVE,CHICAGO,IL,60617
3071,MARIANO'S #8520,MARIANO'S,2309177.0,3145 S ASHLAND AVE,CHICAGO,IL,60608
3072,DIAMOND HOOK RESTAURANT,DIAMOND HOOK,2818037.0,1450 W WEBSTER AVE,CHICAGO,IL,60614
3073,PASTEL ! INC.,PASTEL ! INC.,2694775.0,4814 S PULASKI RD,CHICAGO,IL,60632
3074,PHOENIX SOY LLC,JENNY'S TOFU,2551924.0,5426 N BROADWAY,CHICAGO,IL,60640
3075,L & L ACADEMY AND PRESCHOOL,L & L ACADEMY AND PRESCHOOL,2469779.0,2348-2350 N CLARK ST,CHICAGO,IL,60614
3076,MINGHIN CUISINE RIVERNORTH,CHANG NOODLE & CHINESE,2412107.0,215 E GRAND AVE,CHICAGO,IL,60611
3077,LUDLOW CHARLINGTONS,LUDLOW CHARLINGTONS,2738512.0,2425 N CLARK ST,CHICAGO,IL,60614
3078,WALGREENS # 07359,WALGREENS # 07359,1443208.0,3222 N MILWAUKEE AVE,CHICAGO,IL,60618
3079,SHELL,SHELL,2841481.0,3501 S DAMEN AVE,CHICAGO,IL,60609
3080,CHICAGO GETAWAY HOSTEL,CHICAGO GETAWAY HOSTEL,2797563.0,616 ARLINGTON PL PL,CHICAGO,IL,60614
3081,WANG HAPPY GARDEN,HAPPY GARDEN,2709053.0,7710 W BELMONT AVE,CHICAGO,IL,60634
3082,LINDO MICHOACAN,LINDO MICHOACAN,2304748.0,3142-3148 W LAWRENCE AVE,CHICAGO,IL,60625
3083,BENITO JUAREZ COMMUNITY ACADEMY,JUAREZ (H/S),2915819.0,1450-1510 W CERMAK RD,CHICAGO,IL,60608
3084,KATRACHA'S RESTAURANT,KATRACHA'S RESTAURANT,2901182.0,5708 S WESTERN AVE,CHICAGO,IL,60636
3085,SONIC DRIVE IN,,,1739 S ST. AUGUSTINE DR #B,DALLAS,TX,75217
3086,EL CENTRO SUPERMARKET,,,8231 PARK LN,DALLAS,TX,75231
3087,FAMILY DOLLAR #3735,,,3402 N BUCKNER BLVD,DALLAS,TX,75228
3088,SWIZZLE TIKI BAR,,,1802 GREENVILLE AVE #110,DALLAS,TX,75206
3089,ADOLPHUS HOTEL - MAIN BASEMENT KITCHEN,,,1321 COMMERCE ST,DALLAS,TX,75202
3090,7 - ELEVEN #35421A,,,10804 PRESTON RD,DALLAS,TX,75230
3091,REVIVAL FOOD HALL,REVIVAL FOOD HALL,2446206.0,125 S CLARK ST,CHICAGO,IL,60603
3092,JUS SANDWICHES,JUS SANDWICHES,2622429.0,8226 S VERNON AVE,CHICAGO,IL,60619
3093,CHICAGO PIT STOP BBQ,CHICAGO PIT STOP BBQ,1696182.0,6514 S WESTERN AVE,CHICAGO,IL,60636
3094,MOHSEN FOOD MART INC,MOHSEN FOOD MART INC,2891013.0,4156 W CERMAK RD,CHICAGO,IL,60623
3095,"RAINFOREST LEARNING CENTER, INC","RAINFOREST LEARNING CENTER, INC",2220945.0,2545 W DIVERSEY AVE,CHICAGO,IL,60647
3096,GOLDEN APPLE RESTAURANT,GOLDEN APPLE RESTAURANT,56449.0,2971 N LINCOLN AVE,CHICAGO,IL,60657
3097,STARBUCKS COFFEE #10594,STARBUCKS COFFEE #10594,1695468.0,39 S LA SALLE ST,CHICAGO,IL,60603
3098,TWILIGHT KITCHEN,TWILIGHT KITCHEN,2818179.0,7135 N CLARK ST,CHICAGO,IL,60626
3099,LUCIA GOURMET ITALIAN CUISINE,LUCIA GOURMET ITALIAN CUISINE,1245191.0,1825 W NORTH AVE,CHICAGO,IL,60622
3100,LITTLE CAESAR PIZZA,LITTLE CAESAR PIZZA,1869514.0,3337 W NORTH AVE,CHICAGO,IL,60647
3101,COLUMBIA EXPLORERS,PRE-K ANNEX,3619433.0,4628-4630 S KEDZIE AVE,CHICAGO,IL,60632
3102,INTRINSIC CHARTER SCHOOL,INTRINSIC CHARTER SCHOOL,3305837.0,4540 W BELMONT AVE,CHICAGO,IL,60641
3103,BIG BOY DELI,BIG BOY DELI,2896358.0,343 E 79TH ST,CHICAGO,IL,60619
3104,SMOKE DADDY,SMOKE DADDY,2550836.0,3636 N CLARK AVE,CHICAGO,IL,60613
3105,SUBWAY,SUBWAY,1771904.0,5630 W ROOSEVELT RD,CHICAGO,IL,60644
3106,WILSON GROCERY,WILSON GROCERY,2818197.0,928 W WILSON AVE,CHICAGO,IL,60640
3107,ST. DEMETRIOS GREEK ORTHODOX CHURCH,ST. DEMETRIOS CHURCH,0.0,2727 W WINONA ST,CHICAGO,IL,60625
3108,PRET A MANGER,PRET A MANGER,2930185.0,73 W MONROE ST,CHICAGO,IL,60603
3109,TACO BELL,TACO BELL,2817813.0,5312 W BELMONT AVE,CHICAGO,IL,60641
3110,SIAM RICE,SIAM RICE,2797571.0,1906 S STATE ST,CHICAGO,IL,60616
3111,THEODORE HERZL ELEMENTARY SCHOOL/CPC,THEODORE HERZL ELEMENTARY SCHOOL/CPC,23772.0,1401 S Hamlin AVE,CHICAGO,IL,60623
3112,TEDDY BEAR SERVICES CORP,TEDDY BEAR DAY CARE,2215563.0,5160 S PULASKI RD,CHICAGO,IL,60632
3113,BINGO TEA,BINGO TEA,2609230.0,2150 S ARCHER AVE,CHICAGO,IL,60616
3114,BROWN BEAR ACADEMY 2 INC.,BROWN BEAR ACADEMY 2 INC.,2753909.0,7201 S WESTERN AVE,CHICAGO,IL,60636
3115,DOOR 24,DOOR 24,2780545.0,2124 N DAMEN AVE,CHICAGO,IL,60647
3116,EL CALENTANO TORTERIA & TAQUERIA,,,2742 S EWING AVE,DALLAS,TX,75216
3117,MCDONALDS #12884,,,3750 FOREST LN,DALLAS,TX,75229
3118,COWBOYS BEER BARN,,,908 S RIVERFRONT,DALLAS,TX,75207
3119,NATURES PLATE LLC,,,10233 E NORTHWEST HWY #430,DALLAS,TX,75238
3120,DEEP PURPL,DEEP PURPL,2796671.0,5229 S HARPER CT,CHICAGO,IL,60615
3121,ELEVEN ELEVEN,ELEVEN ELEVEN,2590113.0,1111-1113 W LAKE ST,CHICAGO,IL,60607
3122,LOREN CHILDREN LEARNING CENTER,LOREN CHILDREN LEARNING CENTER,2215915.0,2106-10 E 79TH ST,CHICAGO,IL,60649
3123,SUBWAY 28330,SUBWAY 28330,1474226.0,120 S STATE ST,CHICAGO,IL,60603
3124,CENTRO INFANTIL CONSUELO LEE CORRETJER,CENTRO INFANTIL,2523388.0,1345 N Rockwell ST,CHICAGO,IL,60622
3125,TEMPESTA MARKET,TEMPESTA MARKET,2564673.0,1372 W GRAND AVE,CHICAGO,IL,60642
3126,AROMA CAFE,AROMA CAFE,2771003.0,6413 N Kinzua AVE,CHICAGO,IL,60646
3127,TONY'S MICHOACANA,TONY'S MICHOACANA,2637119.0,4618 S KEDZIE AVE,CHICAGO,IL,60632
3128,"1ST HUNAN SPRING, INC",1ST HUNAN SPRING,2303648.0,5279 N ELSTON AVE,CHICAGO,IL,60630
3129,VELVET TACO,VELVET TACO,2791292.0,910 W RANDOLPH FL 1,CHICAGO,IL,60607
3130,SHAWARMA GARDEN,SHAWARMA GARDEN,2477051.0,1951 W Division ST,CHICAGO,IL,60622
3131,BREWER COFFEE AND CUSTARD,BREWER COFFEE AND CUSTARD,2578259.0,1008 W 79TH ST,CHICAGO,IL,60620
3132,PIAZZA BELLA OSTERIA,PIAZZA BELLA RESTAURANT,1646977.0,2114 W ROSCOE ST,CHICAGO,IL,60618
3133,THE ROOST CAROLINA KITCHEN,THE ROOST CHICKEN AND BISCUITS,2609334.0,3474 N CLARK ST,CHICAGO,IL,60657
3134,CHINA DOLL,CHINA DOLL,13712.0,1246 N WELLS ST,CHICAGO,IL,60610
3135,STARBUCKS HK APEX,STARBUCKS HK APEX (T3 HK FOODCOURT),1141505.0,11601 W TOUHY AVE,CHICAGO,IL,60666
3136,PIZZA BY GENEO,PIZZA BY GENEO,2202828.0,2945 W 59TH ST,CHICAGO,IL,60629
3137,CHIP CITY,CHIP CITY,2956591.0,55 E CHICAGO AVE BLDG,CHICAGO,IL,60611
3138,CHOCOLAT UZMA,CHOCOLAT UZMA,2564711.0,1900 S HALSTED ST,CHICAGO,IL,60608
3139,7-ELEVEN,7-ELEVEN,1646231.0,2401 N MILWAUKEE AVE,CHICAGO,IL,60647
3140,SUKHADIA SWEETS & SNACKS,SUKHADIA SWEETS & SNACKS,1493645.0,2557-2559 W DEVON AVE,CHICAGO,IL,60659
3141,ROGERS MARKET,ROGERS MARKET,2930228.0,1409-1411 W LUNT AVE,CHICAGO,IL,60626
3142,"VISANU THAI 55, INC.","VISANU THAI 55, INC.",1620610.0,1607 E 55TH ST,CHICAGO,IL,60615
3143,HUMBOLDT HAUS DELI & LIQUOR,HUMBOLDT HAUS DELI & LIQUOR,2808132.0,2954-2958 W NORTH AVE,CHICAGO,IL,60647
3144,LA MICHOACANA ICE CREAM SHOP,LA MICHOACANA ICE CREAM SHOP,2896304.0,3509 W LAWRENCE AVE,CHICAGO,IL,60625
3145,REDHOT RANCH,REDHOT RANCH,2240624.0,3057 N ASHLAND AVE,CHICAGO,IL,60657
3146,PB&J PIZZA BEER & JUKEBOX,PB&J PIZZA BEER & JUKEBOX,2134244.0,205-209 N Peoria ST,CHICAGO,IL,60607
3147,THE MOMO WORLD,THE MOMO WORLD,2641613.0,727 W MAXWELL ST,CHICAGO,IL,60607
3148,"CIN-TEAS BOBA, INC.","CIN-TEAS BOBA, INC.",2876728.0,4545 W DIVISION ST,CHICAGO,IL,60651
3149,BORINKEN CAKES,BORINKEN CAKES,2780534.0,5328 S ARCHER AVE,CHICAGO,IL,60632
3150,CLUB SONRISAS,CLUB SONRISAS,2551767.0,6315 1/2 W GRAND AVE,CHICAGO,IL,60639
3151,CHEMISTRY,CHEMISTRY,2803009.0,5115-5121 S HARPER AVE,CHICAGO,IL,60615
3152,SURF'S OLD TOWN,SURF'S OLD TOWN,2728165.0,1143 N WELLS ST,CHICAGO,IL,60610
3153,CAFFE ROM,CAFFE ROM,1770972.0,71 S WACKER DR,CHICAGO,IL,60606
3154,MATHER HIGH SCHOOL,MATHER HIGH SCHOOL,46241.0,5835 N Lincoln AVE,CHICAGO,IL,60659
3155,WAKE-N-BAKERY,WAKE-N-BAKERY,2877398.0,2757 N MILWAUKEE AVE,CHICAGO,IL,60647
3156,JOULE LOBBY BAR ON GROUND FLOOR,,,1530 MAIN ST,DALLAS,TX,75201
3157,AUDELIA CREEK ELEMENTARY,,,12600 AUDELIA RD,DALLAS,TX,75243
3158,CHILI'S GRILL & BAR #25,,,12815 PRESTON RD,DALLAS,TX,75230
3159,PIZZA HUT #034546,,,2248 W ILLINOIS AVE,DALLAS,TX,75224
3160,EL CENTRO FSI,,,801 MAIN ST,DALLAS,TX,75202
3161,ANAYA'S SEAFOOD,,,15203 KNOLL TRAIL DR #110,DALLAS,TX,75248
3162,THE GREAT STOP & SHOP (FAST FOOD),,,2403 WESTERN PARK DR,DALLAS,TX,75211
3163,CMM FOOD SERVICES INC,BURGER JOINT,2873274.0,333 S WABASH AVE,CHICAGO,IL,60604
3164,SHOP AND GO,SHOP AND GO,2983754.0,5435 W MADISON ST,CHICAGO,IL,60644
3165,HENTRY CITGO,CITGO,2771498.0,8300 S STONY ISLAND AVE,CHICAGO,IL,60617
3166,DON GOLLO SUPERMERCADO,DON GOLLO SUPERMERCADO,2397452.0,6113-6115 S KEDZIE AVE,CHICAGO,IL,60629
3167,COCOBAR,COCOBAR,2978102.0,316 N WABASH AVE,CHICAGO,IL,60611
3168,COUNTY FAIR FOODS,COUNTY FAIR FOODS,37096.0,10800 S WESTERN AVE,CHICAGO,IL,60643
3169,GALAPAGOS CAFE,GALAPAGOS CAFE,2042872.0,3800 W LAWRENCE AVE,CHICAGO,IL,60625
3170,LG 25 FOOD & LIQUOR,LG 25 FOOD & LIQUOR,1991481.0,4706-08 N KIMBALL AVE,CHICAGO,IL,60625
3171,GUILD ROW,CO CLUB CHICAGO,2665027.0,3128-3138 N ROCKWELL ST,CHICAGO,IL,60618
3172,THE PASTA BOWL,THE PASTA BOWL,2374782.0,1852 W NORTH AVE,CHICAGO,IL,60622
3173,FRIENDS SUSHI,FRIENDS SUSHI,1797801.0,710 N RUSH ST,CHICAGO,IL,60611
3174,CLOUD HIGH SMOKE SHOP,CLOUD HIGH SMOKE SHOP,2906030.0,5460 S KEDZIE AVE,CHICAGO,IL,60632
3175,LAS AMERICAS APARTMENTS,RACINE APARTMENT,2225421.0,1611 S RACINE AVE,CHICAGO,IL,60608
3176,QUEEN SHEBA CAFE,QUEEN SHEBA CAFE,2636346.0,4851 N BROADWAY,CHICAGO,IL,60640
3177,AFSAR PAAN SHOP INC.,AFSAR PAAN SHOP INC.,2906464.0,6352 N CLAREMONT AVE,CHICAGO,IL,60659
3178,CHARTWELLS THOMPSON,RAUNER COLLEGE PREP,2202616.0,1337 W OHIO ST,CHICAGO,IL,60642
3179,ASADOR BASTIAN,ASADOR BASTIAN,2886640.0,214 W ERIE ST,CHICAGO,IL,60654
3180,TAQUERIA Y RESTAURANT LA PIRI,TAQUERIA Y RESTAURANT LA PIRI,2283990.0,6102 W DIVERSEY AVE,CHICAGO,IL,60639
3181,CHICAGO SUPER MARKET INC,CHICAGO SUPER MARKET INC,2808320.0,5471-5473 W CHICAGO AVE,CHICAGO,IL,60651
3182,CONNIE'S PIZZA MDW,CONNIE'S PIZZA MDW,2935047.0,5700 S CICERO AVE,CHICAGO,IL,60638
3183,MIXED GREENS,MIXED GREENS,2256139.0,308 W ERIE ST,CHICAGO,IL,60654
3184,TAQUERIA EL PASTOR,TAQUERIA EL PASTOR,1358636.0,4418 W 63RD ST,CHICAGO,IL,60629
3185,BREAKFAST HOUSE & COFFEE BAR SHERIDAN INC,BREAKFAST HOUSE & COFFEE BAR,2835537.0,3928-3932 N SHERIDAN RD,CHICAGO,IL,60613
3186,BUYK,BUYK,2823087.0,6145 N BROADWAY,CHICAGO,IL,60660
3187,PEET'S COFFEE & TEA,PEET'S COFFEE & TEA,2574930.0,636 N WELLS ST,CHICAGO,IL,60654
3188,JEWELL EVENTS CATERING,JEWELL EVENTS CATERING,2665426.0,220 S MICHIGAN AVE,CHICAGO,IL,60604
3189,CHENGDU AROMA,CHENGDU AROMA,2684521.0,3227 N CLARK ST,CHICAGO,IL,60657
3190,STARBUCKS COFFEE #2207,STARBUCKS COFFEE,23061.0,3184 N CLARK ST,CHICAGO,IL,60657
3191,DON CHEMA,DON CHEMA,1577802.0,2331 N CALIFORNIA AVE,CHICAGO,IL,60647
3192,RANCHO GRANDE LOS MAGUEYES,RANCHO GRANDE LOS MAGUEYES,2411112.0,2959 W PERSHING RD,CHICAGO,IL,60632
3193,FISHERMANS ISLAND,FISHERMANS ISLAND,2758303.0,6700 S STONY ISLAND AVE,CHICAGO,IL,60649
3194,BURKE,BURKE,22411.0,5356 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60615
3195,TROPICUBA CAFE,TROPICUBA CAFE,3011271.0,4318 W FULLERTON AVE,CHICAGO,IL,60639
3196,ACCENT FOOD SERVICES-THE PRESBYTERIAN DALLAS,,,8200 WALNUT HILL LN # H12075,DALLAS,TX,75231
3197,GATEWAY 24,,,3915 LINFIELD RD,DALLAS,TX,75216
3198,THUNDERBIRD STATION,,,3400 COMMERCE,DALLAS,TX,75226
3199,DANIEL WEBSTER ELEMENTARY,,,3815 S FRANKLIN AVE,DALLAS,TX,75233
3200,WAYA,,,6334 GASTON AVE,DALLAS,TX,75214
3201,CHIPOTLE MEXICAN GRILL,,,7700 N CENTRAL EXPW,DALLAS,TX,75206
3202,JBC MARKET,,,6411 BEXAR ST,DALLAS,TX,75215
3203,J & J FISH AND CHICKEN,JJ FISH,2247208.0,8300 S HOLLAND RD,CHICAGO,IL,60620
3204,PINKY'S TREATS,PINKY'S TREATS,2956053.0,219 E 47TH ST,CHICAGO,IL,60653
3205,BURGER KING #,BURGER KING,5449.0,2828 W BELMONT AVE,CHICAGO,IL,60618
3206,OKI SUSHI AND THAI,OKI SUSHI AND THAI,2992705.0,6818 W NORTH AVE,CHICAGO,IL,60707
3207,WHOLE FOODS MARKET,WHOLE FOODS MARKET,2333805.0,255 E GRAND AVE,CHICAGO,IL,60611
3208,MONTROSE DELI,MONTROSE FOOD MART & DELI,2184394.0,6601 W IRVING PARK RD,CHICAGO,IL,60634
3209,LA LAGARTIJA,LA LAGARTIJA,2967127.0,132 S ASHLAND AVE,CHICAGO,IL,60607
3210,POCKETS,POCKETS,1898798.0,1009 W MADISON ST,CHICAGO,IL,60607
3211,KIDS + COMPANY CHICAGO,KIDS + COMPANY CHICAGO,2269981.0,1313 W RANDOLPH,CHICAGO,IL,60607
3212,REALGOOD STUFF CO,REAL GOOD STUFF,2766835.0,2275 N LINCOLN AVE,CHICAGO,IL,60614
3213,SCHOOLHOUSE KITCHEN + STUDIO,SCHOOLHOUSE KITCHEN + STUDIO,2906875.0,2337 W NORTH AVE,CHICAGO,IL,60647
3214,CHICAGO ACADEMY FOR THE ARTS,CHICAGO ACADEMY FOR THE ARTS,3200708.0,1010 W Chicago AVE,Chicago,IL,60642
3215,FOXTROT MARKET,FOXTROT MARKET,2977972.0,1722 W DIVISION ST,CHICAGO,IL,60622
3216,L' MERO MOLE,MIS MOLES,2841036.0,3661-3665 N ELSTON AVE,CHICAGO,IL,60618
3217,LAS CARNITAS URUAPAN,LAS CARNITAS URUAPAN,2971193.0,3801 W 26TH ST,CHICAGO,IL,60623
3218,GRANVILLE GROCERIES,GRANVILLE GROCERIES,2952493.0,1065 W Granville AVE,CHICAGO,IL,60660
3219,THE SALT SHED,SALT SHED,2983626.0,1357 N ELSTON AVE,CHICAGO,IL,60642
3220,ICE STATION,UNI UNI,2432467.0,1130 W ARGYLE ST,CHICAGO,IL,60640
3221,GRAZE KITCHENETTE,GRAZE KITCHENETTE,2477311.0,125 S CLARK ST,CHICAGO,IL,60603
3222,NEW ZAIQA,NEW ZAIQA,2670419.0,1316 N CLYBOURN AVE,CHICAGO,IL,60610
3223,BUY LOW LIQUOR,BUY LOW LIQUOR,40787.0,5206 W DIVERSEY AVE,CHICAGO,IL,60639
3224,TROLEY STOP CAFE,,,400 N ST PAUL ST #130,DALLAS,TX,75201
3225,KROGER SW 509/BAKERY,,,4901 MAPLE AVE,DALLAS,TX,75219
3226,PHO KITCHEN,,,8687 N CENTRAL EXPW #2378,DALLAS,TX,75225
3227,LITTLE CAESARS PIZZA 1617-0011,,,3536 SIMPSON STUART RD,DALLAS,TX,75241
3228,FINE CHINA,,,1914 COMMERCE ST,DALLAS,TX,75201
3229,GOLDEN CORRAL,,,1540 N COCKRELL HILL RD,DALLAS,TX,75211
