location_key,zip,city,state,latitude,longitude
52,60651,CHICAGO,IL,41.90914287465086,-87.73647398745824
53,60608,CHICAGO,IL,41.83414738752838,-87.67459785643622
54,60639,CHICAGO,IL,41.90915699594466,-87.77452778151748
55,60630,CHICAGO,IL,41.96809025848692,-87.73166808626459
56,60628,CHICAGO,IL,41.70261964718783,-87.60645552423631
57,60616,CHICAGO,IL,41.8467666109193,-87.61717577754973
58,60610,CHICAGO,IL,41.90388396114024,-87.63943720155201
59,60647,CHICAGO,IL,41.93101035926634,-87.69137810106376
60,60612,CHICAGO,IL,41.88106937422222,-87.68530755272025
61,60632,CHICAGO,IL,41.79358772840839,-87.70606830509527
62,60628,CHICAGO,IL,41.70741801079386,-87.61416989670083
63,60622,CHICAGO,IL,41.91071581854501,-87.66948321986725
64,60608,CHICAGO,IL,41.83107541275782,-87.68520271859911
65,60624,CHICAGO,IL,41.86644737169736,-87.71149958681401
66,60659,CHICAGO,IL,41.99759740363999,-87.6913315163539
67,60606,CHICAGO,IL,41.8794108457744,-87.63710395748413
68,60636,CHICAGO,IL,41.76510321919557,-87.6582124971187
69,60614,CHICAGO,IL,41.92047844079207,-87.64873839963494
70,60640,CHICAGO,IL,41.96182492146229,-87.65460196059529
71,60637,CHICAGO,IL,41.78368442665007,-87.6058547469109
72,60615,CHICAGO,IL,41.79510542605091,-87.5850459490581
73,60622,CHICAGO,IL,41.895916206435714,-87.68313819075146
74,60617,CHICAGO,IL,41.73726138899428,-87.55196161577
75,60612,CHICAGO,IL,41.87046372822867,-87.67936030474894
76,60657,CHICAGO,IL,41.9441664817515,-87.66408481161899
77,60643,CHICAGO,IL,41.7210322317468,-87.66779529542328
78,60654,CHICAGO,IL,41.88928159911069,-87.63349105058157
79,60614,CHICAGO,IL,41.91844533637119,-87.63800742700411
80,60631,CHICAGO,IL,42.018255986893614,-87.80713467127238
81,60641,CHICAGO,IL,41.93577597242586,-87.74936705343923
82,60607,CHICAGO,IL,41.86801512822458,-87.64207038233704
83,60614,CHICAGO,IL,41.9298423844424,-87.65512664177405
84,60660,CHICAGO,IL,41.99807133298725,-87.66123148104344
85,60659,CHICAGO,IL,41.99718177602583,-87.71623480380589
86,60612,CHICAGO,IL,41.87894400421384,-87.68622682716615
87,60621,CHICAGO,IL,41.77240524117657,-87.64310796196668
88,60641,CHICAGO,IL,41.94034702113589,-87.7270711304646
89,60649,CHICAGO,IL,41.76861557049004,-87.57284299103989
90,60614,CHICAGO,IL,41.921719498801785,-87.66501942398847
91,60614,CHICAGO,IL,41.91125520897576,-87.63486072587239
92,60605,CHICAGO,IL,41.87305557644521,-87.62741781254495
93,60619,CHICAGO,IL,41.75852366871204,-87.61480538742025
94,60639,CHICAGO,IL,41.92196596948968,-87.78363193391235
95,60622,CHICAGO,IL,41.90598597077873,-87.69680735572291
96,60640,CHICAGO,IL,41.96698877597657,-87.65832514904483
97,60651,CHICAGO,IL,41.90277967112287,-87.72636902689327
98,60629,CHICAGO,IL,41.778836516734856,-87.71836138998039
99,60615,CHICAGO,IL,41.799436696478615,-87.58873125741623
100,60623,CHICAGO,IL,41.84443292727965,-87.70281289451243
101,60619,CHICAGO,IL,41.73451386526644,-87.61917677427326
102,60616,CHICAGO,IL,41.831092102902375,-87.61291629312142
103,60636,CHICAGO,IL,41.78684723793827,-87.66504733292435
104,60652,CHICAGO,IL,41.73585223621957,-87.72094571100703
105,60617,CHICAGO,IL,41.7035637277131,-87.5351389482319
106,60638,CHICAGO,IL,41.792133797852834,-87.78702257993407
107,60613,CHICAGO,IL,41.94921083727221,-87.64969212027059
108,60622,CHICAGO,IL,41.89559835844706,-87.69016094671237
109,60619,CHICAGO,IL,41.75122628751871,-87.60056384302894
110,60613,CHICAGO,IL,41.95782074549486,-87.65278976367922
111,60656,CHICAGO,IL,41.96601140133553,-87.83683116913842
112,60613,CHICAGO,IL,41.961616857246725,-87.67512206169313
113,60608,CHICAGO,IL,41.84467742279106,-87.64628724522784
114,60651,CHICAGO,IL,41.89469435604857,-87.76874081172292
115,60651,CHICAGO,IL,41.894892721418245,-87.7459270239488
116,60629,CHICAGO,IL,41.77105157748324,-87.73992325012671
117,60639,CHICAGO,IL,41.931030303544645,-87.77590313180974
118,60649,CHICAGO,IL,41.75910959063837,-87.56538341238438
119,60649,CHICAGO,IL,41.75709877702079,-87.5649784656571
120,60641,CHICAGO,IL,41.953406149311846,-87.73214376177367
121,60632,CHICAGO,IL,41.79357416229614,-87.70698871848467
122,60638,CHICAGO,IL,41.80776925385499,-87.74330130835213
123,60621,CHICAGO,IL,41.77971869224879,-87.6544428588255
124,60614,CHICAGO,IL,41.92391898946008,-87.63708283315471
125,60645,CHICAGO,IL,42.017406800731486,-87.69034419202528
126,60613,CHICAGO,IL,41.94712259218935,-87.65506631884556
127,60639,CHICAGO,IL,41.92559566920453,-87.76984336585824
128,60649,CHICAGO,IL,41.76016159438004,-87.58337498057953
129,60657,CHICAGO,IL,41.945742521799225,-87.65551181178837
130,60641,CHICAGO,IL,41.93917309259662,-87.72952342749284
131,60632,CHICAGO,IL,41.79324188626487,-87.7311278862864
132,60652,CHICAGO,IL,41.73886352135925,-87.7299192666821
133,60617,CHICAGO,IL,41.74374968941871,-87.55189813096123
134,60623,CHICAGO,IL,41.85836994740216,-87.72133608972533
135,60659,CHICAGO,IL,,41.99761868884109
136,60608,CHICAGO,IL,41.85790159650822,-87.65223840928364
137,60618,CHICAGO,IL,,
138,60615,CHICAGO,IL,41.80211854301136,-87.62211491496085
139,60616,CHICAGO,IL,41.8532702235994,-87.63424788717859
140,60642,CHICAGO,IL,41.90726025271137,-87.65680417252435
141,60607,CHICAGO,IL,41.88448745290833,-87.64919115927871
142,60608,CHICAGO,IL,41.85473873651925,-87.66353753442561
143,60640,CHICAGO,IL,41.96558351576985,-87.65464343280085
144,60632,CHICAGO,IL,41.81669824919776,-87.70022697053886
145,60614,CHICAGO,IL,41.929846262994026,-87.6463394913164
146,60646,CHICAGO,IL,41.99663043056777,-87.76418727058214
147,60607,Chicago,IL,41.881358155938905,-87.66533270769081
148,60618,CHICAGO,IL,41.935613510572914,-87.692603112342
149,60647,CHICAGO,IL,41.91738631148287,-87.69658543262949
150,60651,CHICAGO,IL,41.90362009374569,-87.70945721771874
151,60611,CHICAGO,IL,,41.89095012024265
152,60614,CHICAGO,IL,41.91442371409043,-87.65462784303007
153,60628,CHICAGO,IL,41.71286339981292,-87.64283560804392
154,60661,CHICAGO,IL,41.8855584847081,-87.64725611119887
155,60654,CHICAGO,IL,41.88990547666711,-87.63150401653571
156,60608,CHICAGO,IL,41.85887605891408,-87.66222540281572
157,60645,CHICAGO,IL,42.00493887236536,-87.7009585947738
158,60618,CHICAGO,IL,41.95351400196992,-87.7190177666529
159,60614,CHICAGO,IL,41.92609902575773,-87.66832529088708
160,60630,CHICAGO,IL,41.97591106463358,-87.78772272010706
161,60614,CHICAGO,IL,41.92931481783458,-87.64284651847409
162,60629,CHICAGO,IL,41.76768773230442,-87.72263084508015
163,60657,CHICAGO,IL,41.94330695630928,-87.66406138245193
164,60622,CHICAGO,IL,41.89795569189251,-87.67696390590685
165,60623,CHICAGO,IL,41.84454429200885,-87.71107279676545
166,60641,CHICAGO,IL,41.94393670241,-87.73155723006575
167,60622,CHICAGO,IL,41.89571504250543,-87.6820679286672
168,60613,CHICAGO,IL,41.95371591865941,-87.65014628741659
169,60632,CHICAGO,IL,41.8009290532728,-87.6910729228353
170,60629,CHICAGO,IL,41.769772014709886,-87.7226794740646
171,60657,CHICAGO,IL,41.94406143097434,-87.67470356794354
172,60622,CHICAGO,IL,41.91061184518225,-87.67650856577426
173,60657,CHICAGO,IL,41.93400462046093,-87.66094552143197
174,60647,CHICAGO,IL,41.912691923355744,-87.69720455176802
175,60608,CHICAGO,IL,41.83687197917856,-87.64610208451234
176,60614,CHICAGO,IL,41.92687231925592,-87.650968355266
177,60643,CHICAGO,IL,41.68100687334106,-87.64702985466145
178,60629,CHICAGO,IL,41.77886107394306,-87.7167453023694
179,60610,CHICAGO,IL,41.907636294514994,-87.62995230434338
180,60618,CHICAGO,IL,41.95587415234814,-87.69844466214138
181,60615,CHICAGO,IL,41.80216905459246,-87.61899227625979
182,60617,CHICAGO,IL,41.737446792721215,-87.55503911795913
183,60616,CHICAGO,IL,41.85757004755513,-87.63878536513943
184,60617,CHICAGO,IL,41.73655088235199,-87.55155814958718
185,60619,CHICAGO,IL,41.73843859519605,-87.62089767418422
186,60657,CHICAGO,IL,41.94634047438016,-87.65599520228524
187,60657,CHICAGO,IL,41.934195165791614,-87.64140393808746
188,60634,CHICAGO,IL,41.959950185559215,-87.79409123164642
189,60640,CHICAGO,IL,41.96210413223745,-87.65520382960334
190,60632,CHICAGO,IL,41.801731853140566,-87.72355312492911
191,60646,CHICAGO,IL,41.996914777223296,-87.748490224715
192,60612,CHICAGO,IL,41.88674837349278,-87.68427109676271
193,60617,CHICAGO,IL,41.73706067330136,-87.5830284585712
194,60639,CHICAGO,IL,41.93152307586424,-87.73902786043426
195,60622,CHICAGO,IL,41.89580311489326,-87.67698747603866
196,60644,CHICAGO,IL,41.87302363142662,-87.75752317492451
197,60616,CHICAGO,IL,41.83799360033159,-87.64164283333236
198,60632,CHICAGO,IL,41.80764585138776,-87.73272527973798
199,60644,CHICAGO,IL,41.89035782838318,-87.76635514466929
200,60652,CHICAGO,IL,41.74898657290144,-87.74119687441471
201,60618,CHICAGO,IL,41.96155579127668,-87.67986227331792
202,60636,CHICAGO,IL,41.77957754372241,-87.66417107271985
203,60645,CHICAGO,IL,42.01935320031887,-87.68232807361746
204,60628,CHICAGO,IL,41.69153107060738,-87.62118316621667
205,60647,CHICAGO,IL,41.92184348075799,-87.69747206860472
206,60645,CHICAGO,IL,42.0118876875475,-87.70295261382441
207,60618,CHICAGO,IL,41.95252857102897,-87.68827657452185
208,60616,CHICAGO,IL,41.849244811058085,-87.63347618085095
209,60657,CHICAGO,IL,41.939998356700194,-87.65555382180153
210,60616,CHICAGO,IL,41.84546816154614,-87.6274529904341
211,60639,CHICAGO,IL,41.90936168548472,-87.75811696605399
212,60616,CHICAGO,IL,41.845187997968885,-87.63196652567731
213,60626,CHICAGO,IL,42.01593760278186,-87.6682441046934
214,60607,CHICAGO,IL,41.86925517406011,-87.6600617423072
215,75019,DALLAS,TX,,
216,60620,CHICAGO,IL,41.73557004202446,-87.67140390165675
217,60630,CHICAGO,IL,41.96805658651493,-87.73489388535859
218,60634,CHICAGO,IL,41.93165821480086,-87.78585878124555
219,60623,CHICAGO,IL,41.844428665779,-87.70323687321932
220,60639,CHICAGO,IL,41.919087585511605,-87.76821848426924
221,60621,CHICAGO,IL,41.76538639019609,-87.65305514031576
222,60643,CHICAGO,IL,41.72100921563706,-87.66955850271017
223,60613,CHICAGO,IL,41.95420873655159,-87.66684726495454
224,60707,CHICAGO,IL,41.912443890238045,-87.80574099458855
225,60614,CHICAGO,IL,41.9327574222532,-87.6414877332763
226,60616,CHICAGO,IL,41.85376809634427,-87.62695735958255
227,60660,CHICAGO,IL,41.98967693564027,-87.6702068164878
228,60647,CHICAGO,IL,41.92245337159381,-87.6968631449215
229,60629,CHICAGO,IL,41.76322388829323,-87.71761138933299
230,60625,CHICAGO,IL,41.96826769702089,-87.71566699095202
231,60609,CHICAGO,IL,41.830619099685535,-87.66498111376346
232,60639,CHICAGO,IL,41.91693667065465,-87.73618497884681
233,60631,CHICAGO,IL,42.00241223579592,-87.81634603832423
234,60654,CHICAGO,IL,41.8915590423211,-87.62813937546481
235,60632,CHICAGO,IL,41.81986164387176,-87.7042861154633
236,60631,CHICAGO,IL,42.00335423501984,-87.8172903624749
237,60605,CHICAGO,IL,41.876797440785374,-87.63325591022408
238,60621,CHICAGO,IL,41.77231554593892,-87.64930606703135
239,60608,CHICAGO,IL,41.865323467094825,-87.65347031235828
240,60632,CHICAGO,IL,41.81198959998712,-87.74312824835363
241,60611,CHICAGO,IL,41.89251830082217,-87.61850242693725
242,60647,CHICAGO,IL,41.92456428740769,-87.71106462837874
243,60614,CHICAGO,IL,41.932728746124646,-87.64298720735367
244,60629,CHICAGO,IL,41.77593693564714,-87.73381774279692
245,60638,CHICAGO,IL,41.79492477703089,-87.7682578225044
246,60612,CHICAGO,IL,41.86659160962016,-87.69828716189743
247,60618,CHICAGO,IL,41.939377718397786,-87.69767589553513
248,60639,CHICAGO,IL,41.92424344406609,-87.75426696907621
249,60609,CHICAGO,IL,41.80847123830699,-87.66745451329435
250,60609,CHICAGO,IL,41.80948477467624,-87.64570437391909
251,60647,CHICAGO,IL,41.90991298353736,-87.71421786383809
252,60647,CHICAGO,IL,41.932019940834046,-87.71725848978885
253,60628,CHICAGO,IL,41.67784867927214,-87.62871899471705
254,60641,CHICAGO,IL,41.952518560711454,-87.74743973075442
255,60617,CHICAGO,IL,41.73717523061694,-87.57507779056931
256,60641,CHICAGO,IL,41.93544657128771,-87.75671871371809
257,60643,CHICAGO,IL,41.6920980711081,-87.6548091189968
258,60615,CHICAGO,IL,41.79522972341963,-87.59254962506914
259,60634,CHICAGO,IL,41.938237375991335,-87.79776034825164
260,60610,CHICAGO,IL,41.90991644409767,-87.6345245683107
261,60611,CHICAGO,IL,41.89856447342598,-87.61947057794758
262,60608,CHICAGO,IL,41.86619115272126,-87.68406096346484
263,60638,CHICAGO,IL,41.778117574741486,-87.76891206328479
264,60629,CHICAGO,IL,41.79101255732592,-87.72295302425351
265,60603,CHICAGO,IL,41.88093155774665,-87.63218913315433
266,60642,CHICAGO,IL,41.89085949636784,-87.65902418856228
267,60644,CHICAGO,IL,41.8881002424543,-87.77385258809792
268,60625,CHICAGO,IL,41.96969326406524,-87.68879318966334
269,60637,CHICAGO,IL,41.78392951432473,-87.61941252113115
270,60614,CHICAGO,IL,41.9211783836129,-87.66357938528952
271,60616,CHICAGO,IL,41.832056465708135,-87.6168331694081
272,60634,CHICAGO,IL,41.95326311074034,-87.76931122260137
273,60626,CHICAGO,IL,42.00196447354405,-87.67179733263116
274,60617,CHICAGO,IL,41.72837807726004,-87.54921612003258
275,60617,CHICAGO,IL,41.73040689872403,-87.54582297896138
276,60657,CHICAGO,IL,41.93443582076609,-87.64922023278442
277,60629,CHICAGO,IL,41.76450572756362,-87.68828540892099
278,60651,CHICAGO,IL,41.902031184309294,-87.76594614312535
279,60608,CHICAGO,IL,41.85274953958152,-87.64635124584164
280,60647,CHICAGO,IL,41.916909503346645,-87.67744942668926
281,60622,CHICAGO,IL,41.88917016211727,-87.67456035328065
282,60623,CHICAGO,IL,41.86183982590664,-87.70317559620635
283,60608,CHICAGO,IL,41.8577781002313,-87.6605884280591
284,60626,CHICAGO,IL,42.01197579951184,-87.67438405776932
285,60625,CHICAGO,IL,41.96866358615273,-87.69602698993899
286,60618,CHICAGO,IL,41.96106888811078,-87.70906983052902
287,60639,CHICAGO,IL,41.92354968840358,-87.7461338752981
288,60618,CHICAGO,IL,41.96118296120938,-87.7176637218556
289,60601,CHICAGO,IL,41.88459286291501,-87.62908952144605
290,60647,CHICAGO,IL,41.92491617021063,-87.70086165911447
291,60616,CHICAGO,IL,41.85720554352898,-87.64492465355949
292,60637,CHICAGO,IL,41.777092394888655,-87.60600377956905
293,60625,CHICAGO,IL,41.97585969420299,-87.70846496772994
294,60614,CHICAGO,IL,41.92521232759425,-87.67192542513618
295,60628,Chicago,IL,41.69326187811554,-87.59949802802856
296,60613,CHICAGO,IL,41.95092894222622,-87.67634617680221
297,60621,CHICAGO,IL,41.78492769699604,-87.64748868281967
298,60632,CHICAGO,IL,41.79331249080055,-87.70340049681201
299,60629,CHICAGO,IL,41.766201554459,-87.72259365751499
300,60613,CHICAGO,IL,41.95096536985835,-87.66397805470072
301,60632,CHICAGO,IL,41.80788547936612,-87.74301003183668
302,60613,CHICAGO,IL,41.95007593145458,-87.66395325868989
303,60630,CHICAGO,IL,41.98185048365946,-87.76272679204725
304,60605,CHICAGO,IL,41.87525982581901,-87.6243966738356
305,60622,CHICAGO,IL,41.89909971202615,-87.69693329902871
306,60625,CHICAGO,IL,41.96656958533649,-87.6870400163612
307,60653,CHICAGO,IL,41.812777816848666,-87.60812280904865
308,60639,CHICAGO,IL,41.93174257108974,-87.73903329452891
309,60647,CHICAGO,IL,41.93185346765515,-87.71282618009485
310,60613,CHICAGO,IL,41.95801922090118,-87.67058135505461
311,60607,CHICAGO,IL,41.86333783228925,-87.64072349728073
312,60618,CHICAGO,IL,41.957673948828486,-87.68138944682875
313,60631,CHICAGO,IL,41.9939151841501,-87.8014320082191
314,60654,CHICAGO,IL,41.88830122742548,-87.62940669235189
315,60659,CHICAGO,IL,41.9972784744174,-87.70940735717784
316,60608,CHICAGO,IL,41.85765807070628,-87.66781976248548
317,60610,CHICAGO,IL,41.907780920632895,-87.64553120069333
318,60657,CHICAGO,IL,41.943432313397565,-87.66891275635102
319,60607,CHICAGO,IL,41.86468702282133,-87.64582096372712
320,60622,CHICAGO,IL,41.89641175668324,-87.66867222719841
321,60651,CHICAGO,IL,41.89474726063083,-87.7652177024784
322,60657,CHICAGO,IL,41.94091910339643,-87.66968716962634
323,60640,CHICAGO,IL,41.97868641481756,-87.66008011904978
324,60607,CHICAGO,IL,41.878043475002826,-87.64818021093538
325,60654,CHICAGO,IL,41.88874103813188,-87.63708054058772
326,60626,CHICAGO,IL,42.01086123585234,-87.66781862297972
327,60614,CHICAGO,IL,41.92024549048859,-87.66857296261333
328,60609,CHICAGO,IL,41.80130138916202,-87.65520166843382
329,60618,CHICAGO,IL,41.93823384878701,-87.72267123253589
330,60634,CHICAGO,IL,41.95687428646395,-87.76727186013788
331,60625,CHICAGO,IL,41.968390431264375,-87.72444785924317
332,60653,CHICAGO,IL,41.80940750533229,-87.60755179176687
333,60624,CHICAGO,IL,41.86725283075258,-87.71071543163193
334,60614,CHICAGO,IL,41.92497231271773,-87.64025215402182
335,60613,CHICAGO,IL,41.960741285863286,-87.67095905441798
336,60660,CHICAGO,IL,41.98582638690386,-87.66944490647182
337,75202,DALLAS,TX,,
338,60657,CHICAGO,IL,41.94371098808328,-87.64489109193752
339,60654,CHICAGO,IL,41.88922537162015,-87.63267411498495
340,60625,CHICAGO,IL,41.96810253789433,-87.68807311840403
341,60618,CHICAGO,IL,41.94783454894233,-87.68843771440676
342,60619,CHICAGO,IL,41.75830348788296,-87.61483130357796
343,60654,CHICAGO,IL,41.89373535532432,-87.63397876044762
344,60653,CHICAGO,IL,41.82392949867263,-87.61799692054447
345,60616,CHICAGO,IL,41.85309845931148,-87.63460289479191
346,60617,CHICAGO,IL,41.70301381716536,-87.52667080995613
347,60640,CHICAGO,IL,41.98142065521809,-87.66015557403873
348,60614,CHICAGO,IL,41.91782160281463,-87.6358744106773
349,60642,CHICAGO,IL,41.90343419833639,-87.65808664758482
350,60628,CHICAGO,IL,41.721505683972055,-87.63180759116948
351,60619,CHICAGO,IL,41.75125343801801,-87.6134891037603
352,60607,CHICAGO,IL,41.88404872515133,-87.66305613344618
353,60616,CHICAGO,IL,41.85277255488514,-87.62928113684461
354,60623,CHICAGO,IL,41.84410922157218,-87.7271809910444
355,60622,CHICAGO,IL,41.90305628981269,-87.69454089298074
356,60655,,IL,41.69180699696425,-87.69001038000233
357,60638,CHICAGO,IL,41.77415695093783,-87.77940788571328
358,60606,CHICAGO,IL,41.88525719405359,-87.63376979601067
359,60654,CHICAGO,IL,41.89600474720552,-87.63138051690716
360,60614,CHICAGO,IL,41.91524998684686,-87.63429326814013
361,60638,CHICAGO,IL,41.77793892159334,-87.74242375780888
362,60604,CHICAGO,IL,41.87745040460004,-87.62592197642603
363,60616,CHICAGO,IL,41.8545508013415,-87.63028971636605
364,60638,CHICAGO,IL,41.7904279580333,-87.78037223622844
365,60613,CHICAGO,IL,41.952558550300886,-87.67747503317528
366,60651,CHICAGO,IL,41.90934519026237,-87.7593452321065
367,60644,CHICAGO,IL,41.880205089634494,-87.75958648612682
368,60657,CHICAGO,IL,41.94357336898605,-87.67105876456185
369,60652,CHICAGO,IL,41.75348432246293,-87.70875286894322
370,60639,CHICAGO,IL,41.90952245215142,-87.7456087945659
371,60613,CHICAGO,IL,41.95434471865204,-87.6453496205995
372,60632,CHICAGO,IL,41.80612822458801,-87.72367909230833
373,60661,CHICAGO,IL,41.88583206160444,-87.6476262989679
374,60614,CHICAGO,IL,41.926200191351136,-87.6496059326599
375,60659,CHICAGO,IL,41.99753989334241,-87.7070059618056
376,60625,CHICAGO,IL,41.97114330330374,-87.70962724814486
377,60618,CHICAGO,IL,41.94651094106423,-87.70896897170057
378,60612,CHICAGO,IL,41.87288475309866,-87.67745049726535
379,60653,CHICAGO,IL,41.81713617425935,-87.60685990202305
380,60608,CHICAGO,IL,41.852124531448574,-87.68728216490156
381,60608,CHICAGO,IL,41.83948899711668,-87.64646085648725
382,60615,CHICAGO,IL,41.795558400495,-87.62396332231135
383,60624,CHICAGO,IL,41.87025074075848,-87.72517890183697
384,60622,CHICAGO,IL,41.90703839117248,-87.67201512117582
385,60626,CHICAGO,IL,42.002437642824745,-87.66119115199011
386,60638,CHICAGO,IL,41.797992787088695,-87.74829736304864
387,60655,CHICAGO,IL,41.6918920846157,-87.68169803657617
388,60618,CHICAGO,IL,41.943312712450826,-87.67972196894465
389,60628,CHICAGO,IL,41.69164609748754,-87.6422140544927
390,60644,CHICAGO,IL,41.89148296872894,-87.74659826352843
391,60653,CHICAGO,IL,41.8142270728725,-87.60652337440737
392,60611,CHICAGO,IL,41.896615842663785,-87.62473176968788
393,60647,CHICAGO,IL,41.93224181452384,-87.69255932281554
394,60608,CHICAGO,IL,41.84941515284533,-87.68541622615498
395,60626,CHICAGO,IL,42.01909789801852,-87.67356676407267
396,60626,CHICAGO,IL,42.00966462466127,-87.66994861861532
397,60608,CHICAGO,IL,41.85186827166058,-87.69007512129495
398,60636,CHICAGO,IL,41.75864352890194,-87.65409388721017
399,60629,CHICAGO,IL,41.78603633548955,-87.72396924668575
400,60605,CHICAGO,IL,41.87689657976138,-87.62465145409128
401,60620,CHICAGO,IL,41.72698502771183,-87.6626670147014
402,60608,CHICAGO,IL,41.84078798275646,-87.65946451111023
403,60611,CHICAGO,IL,41.88939788330036,-87.62439039457111
404,60625,CHICAGO,IL,41.97240584317488,-87.70873681929555
405,60649,CHICAGO,IL,41.76683033051137,-87.58579397948077
406,60607,CHICAGO,IL,41.87194495663053,-87.65355189902385
407,60639,CHICAGO,IL,41.93108692007928,-87.7718920553933
408,60628,CHICAGO,IL,41.707214413765335,-87.61319824100356
409,60659,CHICAGO,IL,41.99773590910101,-87.69592888048767
410,60639,CHICAGO,IL,41.92434703601069,-87.74642763965628
411,60652,CHICAGO,IL,41.749014401931134,-87.72204098184092
412,60632,CHICAGO,IL,41.80446825925762,-87.72363270043019
413,60632,CHICAGO,IL,41.80117294132671,-87.68964172788282
414,60649,CHICAGO,IL,41.76619520230968,-87.56290818204239
415,60616,CHICAGO,IL,41.85370199736114,-87.63870832843236
416,60640,CHICAGO,IL,41.97705590645776,-87.66824303786125
417,60617,CHICAGO,IL,41.71321088719611,-87.56443615534658
418,60606,CHICAGO,IL,41.87928363996398,-87.63710070443776
419,60616,CHICAGO,IL,41.83304473817896,-87.61461136443168
420,60619,CHICAGO,IL,41.75821228980538,-87.6198421499883
421,60623,CHICAGO,IL,41.83678848302045,-87.7233568547893
422,60622,CHICAGO,IL,41.90339206172967,-87.67137668381264
423,60641,CHICAGO,IL,41.93853353183391,-87.76108915517106
424,60607,CHICAGO,IL,41.86951655081048,-87.65733248797744
425,60645,CHICAGO,IL,42.019181973030165,-87.70116444187651
426,60647,CHICAGO,IL,41.91848552836334,-87.67749942703408
427,60632,CHICAGO,IL,41.81309751957612,-87.6932747396522
428,60654,CHICAGO,IL,41.88895860442257,-87.63120053588167
429,60649,CHICAGO,IL,41.75169395492644,-87.57777569610455
430,60622,CHICAGO,IL,41.89603920994652,-87.67598044604722
431,60632,CHICAGO,IL,41.79380306284954,-87.69365620845348
432,60622,CHICAGO,IL,41.90063956353709,-87.69667798280055
433,60657,CHICAGO,IL,41.939309677466014,-87.64422837055051
434,60611,CHICAGO,IL,41.89237249265396,-87.62732944447171
435,60646,CHICAGO,IL,41.98600113711187,-87.78752792018707
436,60620,CHICAGO,IL,41.7253267590709,-87.6820546445286
437,60608,CHICAGO,IL,41.83809652812035,-87.6506746532279
